seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	57049498	57049827	330	*	X13408	140612	57050317	57068170	17854	+	489	upstream	489	ZFP28
chr19	57050363	57050524	162	*	X13409	140612	57050317	57068170	17854	+	0	inside	45	ZFP28
chr19	57050615	57050779	165	*	X13410	140612	57050317	57068170	17854	+	0	inside	297	ZFP28
chr19	57078200	57078334	135	*	X13421	388566	57078890	57100278	21389	+	555	upstream	555	ZNF470
chr19	57078353	57078502	150	*	X13422	388566	57078890	57100278	21389	+	387	upstream	387	ZNF470
chr19	57078875	57079144	270	*	X13423	388566	57078890	57100278	21389	+	0	overlapStart	0	ZNF470
chr19	57105732	57106433	702	*	X13432	58491	57106664	57135544	28881	+	230	upstream	230	ZNF71
chr19	57106853	57107089	237	*	X13433	58491	57106664	57135544	28881	+	0	inside	188	ZNF71
chr19	57153524	57153540	17	*	X13458	147670	57154527	57168614	14088	+	986	upstream	986	SMIM17
chr19	57154077	57154241	165	*	X13459	147670	57154527	57168614	14088	+	285	upstream	285	SMIM17
chr19	57154272	57154526	255	*	X13460	147670	57154527	57168614	14088	+	0	upstream	0	SMIM17
chr19	57154561	57154864	304	*	X13461	147670	57154527	57168614	14088	+	0	inside	33	SMIM17
chr19	57183247	57183570	324	*	X13488	90485	57174020	57183123	9104	-	123	upstream	123	ZNF835
chr19	57184741	57184920	180	*	X13489	90485	57174020	57183123	9104	-	1617	upstream	1617	ZNF835
chr19	57350120	57350329	210	*	X13570	100073347	57352270	57359922	7653	+	1940	upstream	1940	MIMT1
chr19	57350480	57350614	135	*	X13571	100073347	57352270	57359922	7653	+	1655	upstream	1655	MIMT1
chr19	57350630	57350749	120	*	X13572	100073347	57352270	57359922	7653	+	1520	upstream	1520	MIMT1
chr19	57350765	57351004	240	*	X13573	100073347	57352270	57359922	7653	+	1265	upstream	1265	MIMT1
chr19	57351140	57351859	720	*	X13574	100073347	57352270	57359922	7653	+	410	upstream	410	MIMT1
chr19	57351140	57351859	720	*	X13574	5178	57321445	57352094	30650	-	0	inside	234	PEG3
chr19	57351140	57351859	720	*	X13574	23619	57285923	57352097	66175	-	0	inside	237	ZIM2
chr19	57351935	57351936	2	*	X13575	100073347	57352270	57359922	7653	+	333	upstream	333	MIMT1
chr19	57351935	57351936	2	*	X13575	5178	57321445	57352094	30650	-	0	inside	157	PEG3
chr19	57351935	57351936	2	*	X13575	23619	57285923	57352097	66175	-	0	inside	160	ZIM2
chr19	57352070	57352204	135	*	X13576	100073347	57352270	57359922	7653	+	65	upstream	65	MIMT1
chr19	57352070	57352204	135	*	X13576	5178	57321445	57352094	30650	-	0	overlapStart	0	PEG3
chr19	57352070	57352204	135	*	X13576	23619	57285923	57352097	66175	-	0	overlapStart	0	ZIM2
chr19	57352293	57352427	135	*	X13577	100073347	57352270	57359922	7653	+	0	inside	22	MIMT1
chr19	57352293	57352427	135	*	X13577	5178	57321445	57352094	30650	-	198	upstream	198	PEG3
chr19	57352293	57352427	135	*	X13577	23619	57285923	57352097	66175	-	195	upstream	195	ZIM2
chr19	57631006	57631185	180	*	X13758	57663	57631509	57643293	11785	+	323	upstream	323	USP29
chr19	57631501	57631650	150	*	X13759	57663	57631509	57643293	11785	+	0	overlapStart	0	USP29
chr19	57678990	57679139	150	*	X13779	503835	57663094	57678856	15763	-	133	upstream	133	DUXA
chr19	57702443	57702628	186	*	X13787	9422	57702868	57734214	31347	+	239	upstream	239	ZNF264
chr19	57702803	57702857	55	*	X13788	9422	57702868	57734214	31347	+	10	upstream	10	ZNF264
chr19	57742098	57742322	225	*	X13807	6795	57742377	57746916	4540	+	54	upstream	54	AURKC
chr19	57742398	57742577	180	*	X13808	6795	57742377	57746916	4540	+	0	inside	20	AURKC
chr19	57742668	57743117	450	*	X13809	6795	57742377	57746916	4540	+	0	inside	290	AURKC
chr19	57750948	57751067	120	*	X13813	390980	57752053	57774106	22054	+	985	upstream	985	ZNF805
chr19	57751383	57751532	150	*	X13814	390980	57752053	57774106	22054	+	520	upstream	520	ZNF805
chr19	57789362	57789616	255	*	X13828	10794	57791419	57805436	14018	+	1802	upstream	1802	ZNF460
chr19	57830087	57830371	285	*	X13831	125919	57831865	57842144	10280	+	1493	upstream	1493	ZNF543
chr19	57831945	57831945	1	*	X13832	125919	57831865	57842144	10280	+	0	inside	79	ZNF543
chr19	57862806	57862910	105	*	X13839	57343	57862645	57871265	8621	+	0	inside	160	ZNF304
chr19	57874932	57875126	195	*	X13845	10597	57874879	57876721	1843	+	0	inside	52	TRAPPC2B
chr19	57874932	57875126	195	*	X13845	284306	57874879	57890925	16047	+	0	inside	52	ZNF547
chr19	57901406	57901540	135	*	X13857	147694	57901218	57913919	12702	+	0	inside	187	ZNF548
chr19	57901406	57901540	135	*	X13857	7565	57901218	57933307	32090	+	0	inside	187	ZNF17
chr19	57945619	57945903	285	*	X13882	388567	57946693	57957191	10499	+	789	upstream	789	ZNF749
chr19	57968962	57969066	105	*	X13891	57191	57966542	57968107	1566	-	854	upstream	854	VN1R1
chr19	57997353	57997472	120	*	X13895	79744	57999079	58006048	6970	+	1606	upstream	1606	ZNF419
chr19	57997863	57997982	120	*	X13896	79744	57999079	58006048	6970	+	1096	upstream	1096	ZNF419
chr19	58036935	58037069	135	*	X13908	256051	58038693	58052244	13552	+	1623	upstream	1623	ZNF549
chr19	58037831	58037965	135	*	X13909	256051	58038693	58052244	13552	+	727	upstream	727	ZNF549
chr19	58038819	58038938	120	*	X13910	256051	58038693	58052244	13552	+	0	inside	125	ZNF549
chr19	58071971	58072195	225	*	X13916	162972	58053204	58071231	18028	-	739	upstream	739	ZNF550
chr19	58093814	58093933	120	*	X13917	284307	58095628	58103758	8131	+	1694	upstream	1694	ZIK1
chr19	58094755	58094949	195	*	X13918	284307	58095628	58103758	8131	+	678	upstream	678	ZIK1
chr19	58095451	58095750	300	*	X13919	284307	58095628	58103758	8131	+	0	overlapStart	0	ZIK1
chr19	58095841	58095990	150	*	X13920	284307	58095628	58103758	8131	+	0	inside	212	ZIK1
chr19	58179963	58180097	135	*	X13945	201516	58180303	58190520	10218	+	205	upstream	205	ZSCAN4
chr19	58192713	58192877	165	*	X13949	284309	58193337	58269527	76191	+	459	upstream	459	ZNF776
chr19	58192713	58192877	165	*	X13949	90233	58193337	58201169	7833	+	459	upstream	459	ZNF551
chr19	58192893	58192997	105	*	X13950	284309	58193337	58269527	76191	+	339	upstream	339	ZNF776
chr19	58192893	58192997	105	*	X13950	90233	58193337	58201169	7833	+	339	upstream	339	ZNF551
chr19	58220328	58220612	285	*	X13959	7710	58208735	58220579	11845	-	0	overlapStart	0	ZNF154
chr19	58221198	58221302	105	*	X13960	7710	58208735	58220579	11845	-	618	upstream	618	ZNF154
chr19	58221768	58221992	225	*	X13961	7710	58208735	58220579	11845	-	1188	upstream	1188	ZNF154
chr19	58238503	58238787	285	*	X13973	79891	58231119	58238995	7877	-	0	inside	207	ZNF671
chr19	58238833	58239042	210	*	X13974	79891	58231119	58238995	7877	-	0	overlapStart	0	ZNF671
chr19	58239193	58239357	165	*	X13975	79891	58231119	58238995	7877	-	197	upstream	197	ZNF671
chr19	58281224	58281329	106	*	X13984	54807	58281020	58311962	30943	+	0	inside	203	ZNF586
chr19	58338567	58338821	255	*	X13996	2282	58336667	58338830	2164	-	0	inside	8	FKBP1AP1
chr19	58338859	58338993	135	*	X13997	2282	58336667	58338830	2164	-	28	upstream	28	FKBP1AP1
chr19	58340014	58340268	255	*	X13998	2282	58336667	58338830	2164	-	1183	upstream	1183	FKBP1AP1
chr19	58400299	58400403	105	*	X14009	730051	58360099	58400442	40344	-	0	inside	38	ZNF814
chr19	58400746	58400940	195	*	X14010	730051	58360099	58400442	40344	-	303	upstream	303	ZNF814
chr19	58401856	58402035	180	*	X14011	730051	58360099	58400442	40344	-	1413	upstream	1413	ZNF814
chr19	58458744	58458998	255	*	X14029	10172	58452201	58459077	6877	-	0	inside	78	ZNF256
chr19	58513087	58513236	150	*	X14057	100128398	58514262	58518574	4313	+	1025	upstream	1025	LOC100128398
chr19	58513612	58513701	90	*	X14058	100128398	58514262	58518574	4313	+	560	upstream	560	LOC100128398
chr19	58513975	58514115	141	*	X14059	100128398	58514262	58518574	4313	+	146	upstream	146	LOC100128398
chr19	58514275	58514394	120	*	X14060	100128398	58514262	58518574	4313	+	0	inside	12	LOC100128398
chr19	58515450	58515614	165	*	X14061	80095	58488441	58514714	26274	-	735	upstream	735	ZNF606
chr19	58515910	58516029	120	*	X14062	80095	58488441	58514714	26274	-	1195	upstream	1195	ZNF606
chr19	58516540	58516689	150	*	X14063	80095	58488441	58514714	26274	-	1825	upstream	1825	ZNF606
chr19	58543681	58543830	150	*	X14087	284312	58545434	58565999	20566	+	1603	upstream	1603	ZSCAN1
chr19	58543846	58544070	225	*	X14088	284312	58545434	58565999	20566	+	1363	upstream	1363	ZSCAN1
chr19	58544680	58544784	105	*	X14089	284312	58545434	58565999	20566	+	649	upstream	649	ZSCAN1
chr19	58545235	58545375	141	*	X14090	284312	58545434	58565999	20566	+	58	upstream	58	ZSCAN1
chr19	58545625	58546290	666	*	X14091	284312	58545434	58565999	20566	+	0	inside	190	ZSCAN1
chr19	58569240	58569359	120	*	X14120	7694	58570607	58581110	10504	+	1247	upstream	1247	ZNF135
chr19	58569390	58569524	135	*	X14121	7694	58570607	58581110	10504	+	1082	upstream	1082	ZNF135
chr19	58570560	58571024	465	*	X14122	7694	58570607	58581110	10504	+	0	overlapStart	0	ZNF135
chr19	58629358	58629638	281	*	X14160	65982	58595209	58629793	34585	-	0	inside	154	ZSCAN18
chr19	58629817	58629951	135	*	X14161	65982	58595209	58629793	34585	-	23	upstream	23	ZSCAN18
chr19	58666129	58666443	315	*	X14174	79673	58637619	58666477	28859	-	0	inside	33	ZNF329
chr19	58667168	58667347	180	*	X14175	79673	58637619	58666477	28859	-	690	upstream	690	ZNF329
chr19	58667453	58667602	150	*	X14176	79673	58637619	58666477	28859	-	975	upstream	975	ZNF329
chr19	58858067	58858120	54	*	X14214	503538	58859117	58866549	7433	+	996	upstream	996	A1BG-AS1
chr19	58858382	58858531	150	*	X14215	503538	58859117	58866549	7433	+	585	upstream	585	A1BG-AS1
chr19	58951160	58951309	150	*	X14223	7691	58944181	58951589	7409	-	0	inside	279	ZNF132
chr19	58951350	58951514	165	*	X14224	7691	58944181	58951589	7409	-	0	inside	74	ZNF132
chr19	58951905	58952084	180	*	X14225	7691	58944181	58951589	7409	-	315	upstream	315	ZNF132
chr19	58952390	58952539	150	*	X14226	7691	58944181	58951589	7409	-	800	upstream	800	ZNF132
chr2	263826	264050	225	*	X14234	52	264869	278282	13414	+	818	upstream	818	ACP1
chr2	4023482	4023554	73	*	X14311	100505964	4005245	4021622	16378	-	1859	upstream	1859	LINC01304
chr2	10181939	10182241	303	*	X14515	8462	10183682	10194963	11282	+	1440	upstream	1440	KLF11
chr2	10182324	10182473	150	*	X14516	8462	10183682	10194963	11282	+	1208	upstream	1208	KLF11
chr2	10182872	10183036	165	*	X14517	8462	10183682	10194963	11282	+	645	upstream	645	KLF11
chr2	11816025	11816174	150	*	X14549	23175	11817705	11967533	149829	+	1530	upstream	1530	LPIN1
chr2	20213810	20213837	28	*	X14667	4148	20191813	20212455	20643	-	1354	upstream	1354	MATN3
chr2	20214048	20214182	135	*	X14668	4148	20191813	20212455	20643	-	1592	upstream	1592	MATN3
chr2	27805504	27805678	175	*	X14755	84450	27805836	27858101	52266	+	157	upstream	157	ZNF512
chr2	31806425	31806618	194	*	X14808	6716	31749656	31806040	56385	-	384	upstream	384	SRD5A2
chr2	46704954	46705118	165	*	X14975	388946	46706704	46711564	4861	+	1585	upstream	1585	TMEM247
chr2	70529739	70529873	135	*	X15294	84908	70523108	70529220	6113	-	518	upstream	518	FAM136A
chr2	71502590	71502769	180	*	X15310	27332	71503723	71662191	158469	+	953	upstream	953	ZNF638
chr2	71502822	71502971	150	*	X15311	27332	71503723	71662191	158469	+	751	upstream	751	ZNF638
chr2	73965628	73965715	88	*	X15373	51002	73956957	73964517	7561	-	1110	upstream	1110	TPRKB
chr2	74753699	74753743	45	*	X15377	165545	74745258	74753408	8151	-	290	upstream	290	DQX1
chr2	86790856	86791050	195	*	X15649	51652	86730553	86790620	60068	-	235	upstream	235	CHMP3
chr2	89063581	89063700	120	*	X15680	645784	89065419	89106109	40691	+	1718	upstream	1718	ANKRD36BP2
chr2	89063806	89063877	72	*	X15681	645784	89065419	89106109	40691	+	1541	upstream	1541	ANKRD36BP2
chr2	95830433	95830462	30	*	X15696	7549	95831183	95850064	18882	+	720	upstream	720	ZNF2
chr2	98960646	98960717	72	*	X15805	1261	98962618	99015064	52447	+	1900	upstream	1900	CNGA3
chr2	111489782	111489855	74	*	X15962	55289	111490150	111875799	385650	+	294	upstream	294	ACOXL
chr2	114736530	114736649	120	*	X16020	440900	114737146	114764887	27742	+	496	upstream	496	LINC01191
chr2	114736770	114737024	255	*	X16021	440900	114737146	114764887	27742	+	121	upstream	121	LINC01191
chr2	170439998	170440132	135	*	X16356	9360	170440850	170494254	53405	+	717	upstream	717	PPIG
chr2	170440149	170440298	150	*	X16357	9360	170440850	170494254	53405	+	551	upstream	551	PPIG
chr2	186603140	186603304	165	*	X16472	401024	186603355	186698016	94662	+	50	upstream	50	FSIP2
chr2	228678056	228678190	135	*	X16754	6364	228678558	228682280	3723	+	367	upstream	367	CCL20
chr2	228678349	228678400	52	*	X16755	6364	228678558	228682280	3723	+	157	upstream	157	CCL20
chr2	234578892	234579041	150	*	X16819	54600	234580544	234681951	101408	+	1502	upstream	1502	UGT1A9
chr2	234652246	234652365	120	*	X16829	414061	234651396	234652661	1266	-	0	inside	295	DNAJB3
chr2	234668140	234668274	135	*	X16831	54658	234668919	234681951	13033	+	644	upstream	644	UGT1A1
chr2	240682417	240682626	210	*	X17040	150935	240684554	240722356	37803	+	1927	upstream	1927	LOC150935
chr2	240682897	240683059	163	*	X17041	150935	240684554	240722356	37803	+	1494	upstream	1494	LOC150935
chr2	240683512	240683631	120	*	X17042	150935	240684554	240722356	37803	+	922	upstream	922	LOC150935
chr2	240966390	240966524	135	*	X17066	4705	240896789	240964819	68031	-	1570	upstream	1570	NDUFA10
chr20	524987	525106	120	*	X17174	1457	463338	524482	61145	-	504	upstream	504	CSNK2A1
chr20	2781314	2781479	166	*	X17228	56265	2774715	2781292	6578	-	21	upstream	21	CPXM1
chr20	2783223	2783354	132	*	X17229	56265	2774715	2781292	6578	-	1930	upstream	1930	CPXM1
chr20	2793631	2793765	135	*	X17231	100288797	2795633	2797804	2172	+	1867	upstream	1867	TMEM239
chr20	2793631	2793765	135	*	X17231	128653	2795633	2796476	844	+	1867	upstream	1867	C20orf141
chr20	2793901	2794035	135	*	X17232	100288797	2795633	2797804	2172	+	1597	upstream	1597	TMEM239
chr20	2793901	2794035	135	*	X17232	128653	2795633	2796476	844	+	1597	upstream	1597	C20orf141
chr20	16709446	16709550	105	*	X17439	6629	16710609	16722417	11809	+	1058	upstream	1058	SNRPB2
chr20	16710376	16710453	78	*	X17440	6629	16710609	16722417	11809	+	155	upstream	155	SNRPB2
chr20	18267483	18267602	120	*	X17478	7692	18269121	18297640	28520	+	1518	upstream	1518	ZNF133
chr20	26189897	26189911	15	*	X17585	724033	26188822	26188914	93	-	982	upstream	982	MIR663A
chr20	26189897	26189911	15	*	X17585	284801	26167655	26189869	22215	-	27	upstream	27	MIR663AHG
chr20	26190030	26190149	120	*	X17586	724033	26188822	26188914	93	-	1115	upstream	1115	MIR663A
chr20	26190030	26190149	120	*	X17586	284801	26167655	26189869	22215	-	160	upstream	160	MIR663AHG
chr20	30638767	30638828	62	*	X17588	3055	30639991	30689657	49667	+	1162	upstream	1162	HCK
chr20	30638949	30638987	39	*	X17589	3055	30639991	30689657	49667	+	1003	upstream	1003	HCK
chr20	43752677	43752811	135	*	X17709	128488	43752067	43753106	1040	-	0	inside	294	WFDC12
chr20	45086085	45086285	201	*	X17724	100130934	45085132	45086282	1151	-	0	overlapStart	0	ZNF663P
chr20	45086730	45086864	135	*	X17725	100130934	45085132	45086282	1151	-	447	upstream	447	ZNF663P
chr20	45142168	45142337	170	*	X17729	55713	45128269	45142198	13930	-	0	overlapStart	0	ZNF334
chr20	45946014	45946178	165	*	X17760	100131496	45947246	45949498	2253	+	1067	upstream	1067	LOC100131496
chr20	58508219	58508490	272	*	X18009	63939	58508819	58523702	14884	+	328	upstream	328	FAM217B
chr20	58508219	58508490	272	*	X18009	10388	58438618	58507209	68592	-	1009	upstream	1009	SYCP2
chr20	58508499	58508548	50	*	X18010	63939	58508819	58523702	14884	+	270	upstream	270	FAM217B
chr20	58508499	58508548	50	*	X18010	10388	58438618	58507209	68592	-	1289	upstream	1289	SYCP2
chr20	60695855	60695949	95	*	X18097	149986	60697517	60710434	12918	+	1567	upstream	1567	LSM14B
chr21	34441482	34441616	135	*	X18189	116448	34442450	34444728	2279	+	833	upstream	833	OLIG1
chr21	34441872	34442021	150	*	X18190	116448	34442450	34444728	2279	+	428	upstream	428	OLIG1
chr21	39601742	39601876	135	*	X18229	3772	39601837	39673746	71910	+	0	overlapStart	0	KCNJ15
chr21	45874553	45874687	135	*	X18263	81543	45875393	45878739	3347	+	705	upstream	705	LRRC3
chr21	45874868	45874923	56	*	X18264	100861510	45870869	45875167	4299	-	0	inside	243	LRRC3-DT
chr21	45874868	45874923	56	*	X18264	81543	45875393	45878739	3347	+	469	upstream	469	LRRC3
chr21	46000603	46000629	27	*	X18268	386680	45999564	46000481	918	-	121	upstream	121	KRTAP10-5
chr21	46029929	46030063	135	*	X18270	386681	46031996	46032871	876	+	1932	upstream	1932	KRTAP10-8
chr21	46032032	46032159	128	*	X18271	386681	46031996	46032871	876	+	0	inside	35	KRTAP10-8
chr21	46238510	46238594	85	*	X18277	6612	46225532	46238044	12513	-	465	upstream	465	SUMO3
chr21	46239281	46239400	120	*	X18278	6612	46225532	46238044	12513	-	1236	upstream	1236	SUMO3
chr22	21332555	21332689	135	*	X18315	8216	21333751	21353326	19576	+	1061	upstream	1061	LZTR1
chr22	21332870	21332959	90	*	X18316	8216	21333751	21353326	19576	+	791	upstream	791	LZTR1
chr22	21333125	21333244	120	*	X18317	8216	21333751	21353326	19576	+	506	upstream	506	LZTR1
chr22	31364487	31364710	224	*	X18378	22880	31322600	31364187	41588	-	299	upstream	299	MORC2
chr22	31364487	31364710	224	*	X18378	55000	31365634	31375380	9747	+	923	upstream	923	TUG1
chr22	42485126	42485245	120	*	X18427	100132273	42486937	42532702	45766	+	1691	upstream	1691	NDUFA6-DT
chr22	44895967	44896101	135	*	X18449	84247	44888450	44894005	5556	-	1961	upstream	1961	RTL6
chr22	44965202	44965336	135	*	X18452	388910	44965220	44968329	3110	+	0	overlapStart	0	LINC00207
chr22	45808861	45809216	356	*	X18458	26150	45809572	45828302	18731	+	355	upstream	355	RIBC2
chr22	45808861	45809216	356	*	X18458	27127	45739945	45809500	69556	-	0	inside	283	SMC1B
chr3	12045031	12045193	163	*	X18586	6854	12045862	12233532	187671	+	668	upstream	668	SYN2
chr3	13923506	13923658	153	*	X18618	7476	13860082	13921618	61537	-	1887	upstream	1887	WNT7A
chr3	36987008	36987100	93	*	X18797	9881	36868308	36986548	118241	-	459	upstream	459	TRANK1
chr3	36987183	36987317	135	*	X18798	9881	36868308	36986548	118241	-	634	upstream	634	TRANK1
chr3	43018875	43018913	39	*	X18835	729085	43020759	43101703	80945	+	1845	upstream	1845	GASK1A
chr3	43394816	43394950	135	*	X18838	100873954	43388411	43393454	5044	-	1361	upstream	1361	SNRK-AS1
chr3	44664936	44665055	120	*	X18871	10168	44666511	44689963	23453	+	1455	upstream	1455	ZNF197
chr3	44666616	44666735	120	*	X18872	10168	44666511	44689963	23453	+	0	inside	104	ZNF197
chr3	44689281	44689400	120	*	X18880	7584	44690233	44702283	12051	+	832	upstream	832	ZNF35
chr3	44752391	44752592	202	*	X18888	91392	44754135	44765323	11189	+	1542	upstream	1542	ZNF502
chr3	44754260	44754379	120	*	X18889	91392	44754135	44765323	11189	+	0	inside	124	ZNF502
chr3	44802558	44802677	120	*	X18897	56992	44803209	44894748	91540	+	531	upstream	531	KIF15
chr3	49204051	49204155	105	*	X18914	64925	49199968	49203785	3818	-	265	upstream	265	CCDC71
chr3	56717881	56718034	154	*	X18936	23272	56654160	56717135	62976	-	745	upstream	745	TASOR
chr3	67705996	67706115	120	*	X18949	8801	67410884	67705038	294155	-	957	upstream	957	SUCLG2
chr3	75834393	75834412	20	*	X18996	100131827	75758794	75834670	75877	-	0	inside	257	ZNF717
chr3	75835835	75836130	296	*	X18997	100131827	75758794	75834670	75877	-	1164	upstream	1164	ZNF717
chr3	120626632	120626790	159	*	X19223	9515	120627050	121143608	516559	+	259	upstream	259	STXBP5L
chr3	126380080	126380214	135	*	X19274	255330	126380924	126390782	9859	+	709	upstream	709	NUP210P1
chr3	126380351	126380485	135	*	X19275	255330	126380924	126390782	9859	+	438	upstream	438	NUP210P1
chr3	127347822	127347854	33	*	X19282	50512	127348002	127391653	43652	+	147	upstream	147	PODXL2
chr3	138152438	138152587	150	*	X19321	83850	138153415	138197256	43842	+	827	upstream	827	ESYT3
chr3	138152933	138153167	235	*	X19322	83850	138153415	138197256	43842	+	247	upstream	247	ESYT3
chr3	148804786	148804920	135	*	X19362	6596	148747904	148804341	56438	-	444	upstream	444	HLTF
chr3	148805037	148805126	90	*	X19363	6596	148747904	148804341	56438	-	695	upstream	695	HLTF
chr3	157260262	157260450	189	*	X19406	152078	157261133	157319021	57889	+	682	upstream	682	SLC66A1L
chr3	160168071	160168087	17	*	X19427	286827	160153291	160167626	14336	-	444	upstream	444	TRIM59
chr3	160168071	160168087	17	*	X19427	57560	159945241	160167626	222386	-	444	upstream	444	IFT80
chr3	169483877	169483989	113	*	X19456	7012	169482398	169482848	451	-	1028	upstream	1028	TERC
chr3	170627345	170627370	26	*	X19460	56648	170606204	170626426	20223	-	918	upstream	918	EIF5A2
chr3	170627809	170627856	48	*	X19461	56648	170606204	170626426	20223	-	1382	upstream	1382	EIF5A2
chr3	193713261	193713379	119	*	X19534	100128023	193710883	193712027	1145	-	1233	upstream	1233	DPPA2P3
chr3	197808613	197808732	120	*	X19557	348840	197784404	197807542	23139	-	1070	upstream	1070	ANKRD18DP
chr4	205531	205620	90	*	X19582	642280	206389	249773	43385	+	768	upstream	768	ZNF876P
chr4	330132	330290	159	*	X19583	7700	331596	377760	46165	+	1305	upstream	1305	ZNF141
chr4	330415	330549	135	*	X19584	7700	331596	377760	46165	+	1046	upstream	1046	ZNF141
chr4	330595	330950	356	*	X19585	7700	331596	377760	46165	+	645	upstream	645	ZNF141
chr4	468637	468682	46	*	X19608	79963	419224	467998	48775	-	638	upstream	638	ABCA11P
chr4	468728	468937	210	*	X19609	79963	419224	467998	48775	-	729	upstream	729	ABCA11P
chr4	469528	469692	165	*	X19610	79963	419224	467998	48775	-	1529	upstream	1529	ABCA11P
chr4	1244161	1244445	285	*	X19629	1487	1205228	1242908	37681	-	1252	upstream	1252	CTBP1
chr4	6711879	6711892	14	*	X19686	114932	6709429	6711606	2178	-	272	upstream	272	MRFAP1L1
chr4	89154222	89154340	119	*	X19903	9429	89011416	89152474	141059	-	1747	upstream	1747	ABCG2
chr4	170948911	170949045	135	*	X20042	9848	170907748	170947429	39682	-	1481	upstream	1481	MFAP3L
chr5	524274	524423	150	*	X20112	6550	473334	524549	51216	-	0	inside	125	SLC9A3
chr5	524467	524515	49	*	X20113	6550	473334	524549	51216	-	0	inside	33	SLC9A3
chr5	38403983	38404147	165	*	X20386	100506475	38399916	38403573	3658	-	409	upstream	409	EGFLAM-AS2
chr5	50678412	50678531	120	*	X20438	3670	50678958	50690563	11606	+	426	upstream	426	ISL1
chr5	79287162	79287263	102	*	X20669	345778	79272539	79287088	14550	-	73	upstream	73	MTX3
chr5	112848586	112848720	135	*	X20790	64848	112849391	112930984	81594	+	670	upstream	670	YTHDC2
chr5	126624753	126624872	120	*	X20865	84466	126626456	126796910	170455	+	1583	upstream	1583	MEGF10
chr5	134872710	134872835	126	*	X20936	4762	134869972	134871639	1668	-	1070	upstream	1070	NEUROG1
chr5	134873063	134873240	178	*	X20937	4762	134869972	134871639	1668	-	1423	upstream	1423	NEUROG1
chr5	137687479	137687598	120	*	X20971	51780	137688285	137772716	84432	+	686	upstream	686	KDM3B
chr5	137687929	137688139	211	*	X20972	51780	137688285	137772716	84432	+	145	upstream	145	KDM3B
chr5	140165910	140166044	135	*	X20997	56147	140165876	140391929	226054	+	0	inside	33	PCDHA1
chr5	140179920	140180024	105	*	X21000	56145	140180783	140391929	211147	+	758	upstream	758	PCDHA3
chr5	140235663	140235806	144	*	X21002	56139	140235634	140391929	156296	+	0	inside	28	PCDHA10
chr5	140512776	140512821	46	*	X21007	26167	140514800	140517704	2905	+	1978	upstream	1978	PCDHB5
chr5	140512942	140513046	105	*	X21008	26167	140514800	140517704	2905	+	1753	upstream	1753	PCDHB5
chr5	140514292	140514411	120	*	X21009	26167	140514800	140517704	2905	+	388	upstream	388	PCDHB5
chr5	140535706	140535840	135	*	X21013	54661	140535580	140537990	2411	+	0	inside	125	PCDHB17P
chr5	140625292	140625426	135	*	X21017	56121	140625147	140627801	2655	+	0	inside	144	PCDHB15
chr5	140683274	140683408	135	*	X21029	83884	140682196	140683612	1417	-	0	inside	203	SLC25A2
chr5	140683512	140683663	152	*	X21030	83884	140682196	140683612	1417	-	0	overlapStart	0	SLC25A2
chr5	140684022	140684141	120	*	X21031	83884	140682196	140683612	1417	-	409	upstream	409	SLC25A2
chr5	140722526	140722645	120	*	X21038	56112	140723601	140892548	168948	+	955	upstream	955	PCDHGA3
chr5	140800494	140800643	150	*	X21058	56105	140800537	140892548	92012	+	0	overlapStart	0	PCDHGA11
chr5	140810431	140810580	150	*	X21061	26025	140810158	140892548	82391	+	0	inside	272	PCDHGA12
chr5	150283797	150284291	495	*	X21107	91975	150273954	150284545	10592	-	0	inside	253	ZNF300
chr5	150326398	150326547	150	*	X21112	134466	150309998	150326146	16149	-	251	upstream	251	ZNF300P1
chr5	150326698	150326832	135	*	X21113	134466	150309998	150326146	16149	-	551	upstream	551	ZNF300P1
chr5	168194904	168195233	330	*	X21223	407001	168195151	168195260	110	-	0	overlapEnd	26	MIR218-2
chr5	168195334	168195453	120	*	X21224	407001	168195151	168195260	110	-	73	upstream	73	MIR218-2
chr5	170287698	170287817	120	*	X21250	64901	170288896	170727019	438124	+	1078	upstream	1078	RANBP17
chr5	170288628	170288749	122	*	X21251	64901	170288896	170727019	438124	+	146	upstream	146	RANBP17
chr5	173005529	173005648	120	*	X21293	285593	173006646	173012075	5430	+	997	upstream	997	LOC285593
chr5	178019157	178019246	90	*	X21423	91522	177664617	178017556	352940	-	1600	upstream	1600	COL23A1
chr5	178057872	178058006	135	*	X21428	57396	178029665	178057616	27952	-	255	upstream	255	CLK4
chr5	178157908	178158042	135	*	X21455	6940	178138522	178157703	19182	-	204	upstream	204	ZNF354A
chr5	178158088	178158357	270	*	X21456	6940	178138522	178157703	19182	-	384	upstream	384	ZNF354A
chr5	178285301	178285420	120	*	X21479	117608	178286954	178311424	24471	+	1533	upstream	1533	ZNF354B
chr5	178322569	178322718	150	*	X21493	80108	178322916	178360210	37295	+	197	upstream	197	ZFP2
chr5	178322958	178323197	240	*	X21494	80108	178322916	178360210	37295	+	0	inside	41	ZFP2
chr5	178366710	178366934	225	*	X21514	285676	178368194	178393218	25025	+	1259	upstream	1259	ZNF454
chr5	178367513	178367834	322	*	X21515	285676	178368194	178393218	25025	+	359	upstream	359	ZNF454
